x	y	score	nptumor	nphit	tumor	name	status	top	cx	cy
1453.6333166516968	1.1526071822040365	0.892	89	20	ACC	TRAMETINIB	Approved in cancer	NF1|RB1|STK11	1456.3078089853377	69.71161637903302
1385.686748323648	-2.6512980538048794	0.8420000000000001	89	14	ACC	CICLOPHOSPHAMIDE	Approved in same tumor type	CTNNB1|TP53|ATM	1327.4635399620306	211.16886596619327
255.21065482578788	4.1763727899678145	0.0004	89	14	ACC	SMR000031817	Experimental	CTNNB1|TP53	246.82035608328476	46.33515316351432
1364.810102856892	6.9087959878889365	0.8230000000000001	89	11	ACC	TEMSIROLIMUS	Approved in cancer	CTNNB1|BRAF|PIK3CA	1407.7172112762853	-77.90059243827183
1370.658605001167	-6.597488634980607	0.8310000000000001	89	11	ACC	DEXAMETHASONE	Approved in cancer	CTNNB1|RB1	1292.1877386206656	64.37811552370363
1172.2039760146217	0.4314296405181892	0.6829999999999999	89	10	ACC	SELUMETINIB	Approved in other pathologies and in clinical trials in cancer	TP53|NF1|STK11	1097.865213035433	5.687818275096191
900.6308844114557	0.4343142204542687	0.482	89	10	ACC	PIMASERTIB	Clinical trials in cancer	NRAS|TP53|NF1	874.0843592015215	-6.008457587386687
1368.452939153523	2.3747735548068647	0.8310000000000001	89	10	ACC	TOPOTECAN	Approved in cancer	PIK3CA|TP53|RB1	1252.6090150019716	151.892648347075
1117.9856846439166	0.4223950523025337	0.643	89	10	ACC	SIROLIMUS	Approved in other pathologies and in clinical trials in cancer	TP53|RB1|STK11	1009.4708210605728	31.994585673623533
846.8478399500892	2.025969342146311	0.442	89	10	ACC	SAPANISERTIB	Clinical trials in cancer	TP53|RB1|STK11	741.659992233996	-55.09826382284034
1389.6415304769441	2.375956114254194	0.8420000000000001	89	10	ACC	IMATINIB	Approved in cancer	CTNNB1|BRAF	1312.525741085277	-90.56736607821163
249.07745578351754	-10.544331053148028	0.0004	89	10	ACC	DITHIAZANINE IODIDE	Experimental	CTNNB1|ATM	169.5799671669485	18.169630819870974
1505.126627248277	0.4317187448390314	0.93	89	9	ACC	ALPELISIB	Approved in cancer	PIK3CA|NRAS|TP53	1489.9206098770162	5.361513706449358
1386.9769346662815	7.085957607808609	0.8420000000000001	89	9	ACC	BORTEZOMIB	Approved in cancer	PIK3CA|TP53|RB1	1401.6710080775185	-159.81856182950975
1559.1743695635835	0.4323558192293149	0.97	89	9	ACC	DABRAFENIB	Approved in cancer	PIK3CA|NRAS|TP53	1560.9326236963725	27.979844214826898
1545.7509590892669	0.4322967369238029	0.96	89	9	ACC	VEMURAFENIB	Approved in cancer	PIK3CA|NRAS|TP53	1526.7882596895574	-16.43204809803106
1343.2312006388509	-1.516112000358902	0.812	89	9	ACC	VORINOSTAT	Approved in cancer	BRAF|TP53|RB1	1260.154454431198	-15.533884636720103
961.3381585124706	0.43204663458183745	0.527	89	9	ACC	GEDATOLISIB	Clinical trials in cancer	NRAS|TP53|STK11	922.0474461612329	-78.72783250682828
859.6745730456232	-1.825594481962213	0.452	89	9	ACC	MIRDAMETINIB	Clinical trials in cancer	NRAS|TP53|STK11	805.4010919368263	-41.246239285672544
563.2349154234191	0.43206912653536733	0.2319999999999999	89	9	ACC	GEMCITABINE	Approved in other pathologies	PIK3CA|NRAS|TP53	503.84139841411223	-7.663566562764288
243.79509138249273	-3.065906421374507	0.0004	89	9	ACC	93718-83-3	Experimental	GNAS|MEN1|TP53	211.25194877051416	77.19278941036293
1380.7335263607729	1.024720599892646	0.8410000000000001	89	9	ACC	THALIDOMIDE	Approved in cancer	CTNNB1	1326.2281608425412	-49.04862659136967
819.8991128838221	-4.178841238475201	0.422	89	9	ACC	TRICIRIBINE	Clinical trials in cancer	CTNNB1	738.891485424522	12.49692149601978
819.7230251370133	0.8603865270327162	0.422	89	9	ACC	VANTICTUMAB	Clinical trials in cancer	CTNNB1	709.5048811179504	54.71267654499442
536.2954449905236	0.43199167646787373	0.212	89	9	ACC	FLUORESCEIN SODIUM	Approved in other pathologies	CTNNB1	466.4766746229107	33.724468596160676
253.2515880912826	10.02525856009484	0.0004	89	9	ACC	(+/-)-HYDNOCARPIN	Experimental	CTNNB1	275.65531876303373	-39.86615525237414
257.888209848649	-1.3747755276654061	0.0004	89	9	ACC	CID 5718631	Experimental	CTNNB1	308.1395511004365	-64.10575586685431
245.00133479405477	6.388728382642569	0.0004	89	9	ACC	EOSIN_Y	Experimental	CTNNB1	219.7391492723212	2.6446538928902896
252.84982039094274	-1.5235213308146172	0.0004	89	9	ACC	SODIUM 2-PHENOXYBENZOATE	Experimental	CTNNB1	258.1169520824143	-67.90512868337288
1398.5036113869353	-1.383790753014864	0.8520000000000001	89	8	ACC	METHOTREXATE	Approved in cancer	TP53|RB1	1401.9776489754734	32.52567478935049
1375.7846637376983	-5.3855292424261165	0.8330000000000001	89	8	ACC	DOXORUBICIN	Approved in same tumor type	PIK3CA|TP53|ATM	1278.9356180311381	64.36725662851751
1376.3013123620547	-0.8189140325972346	0.8330000000000001	89	8	ACC	CISPLATIN	Approved in cancer	TP53|ATM|STK11	1260.319706169838	146.1965293635729
1373.4760525531535	2.8104793567230786	0.8320000000000001	89	8	ACC	BEVACIZUMAB	Approved in cancer	BRAF|PIK3CA|TP53	1402.3830159281565	32.76890839134421
1375.3734467725283	6.996673395841071	0.8320000000000001	89	8	ACC	CARBOPLATIN	Approved in cancer	PIK3CA|NRAS|TP53	1336.420865072242	-66.88263162950497
1371.7529751129593	-1.4418270607897625	0.8320000000000001	89	8	ACC	FLUOROURACIL	Approved in cancer	PIK3CA|TP53|ATM	1316.0057670414537	116.50784911564034
1356.1078358557086	-6.42665947103913	0.8220000000000001	89	8	ACC	IRINOTECAN	Approved in cancer	PIK3CA|TP53|ATM	1288.2941057949508	55.66690775225308
1350.2426346869527	3.205378178468777	0.812	89	8	ACC	LORLATINIB	Approved in cancer	TP53|RB1	1270.2116870777909	74.42402204704808
1367.3062890807455	-2.5455057673128465	0.8250000000000001	89	8	ACC	OLAPARIB	Approved in cancer	CHEK2|TP53|ATM	1306.35606014988	-109.74107239815842
1357.7862050370336	2.4976679515783644	0.8230000000000001	89	8	ACC	PEMBROLIZUMAB	Approved in cancer	MSH6|NRAS|TP53	1343.3603540198503	-135.5443299305125
1360.082418585605	-8.738778142928453	0.8220000000000001	89	8	ACC	VENETOCLAX	Approved in cancer	BRAF|PIK3CA|TP53	1227.131663749153	-27.245423471277917
1186.9561663058541	0.4319617215365099	0.694	89	8	ACC	DASATINIB	Approved in other pathologies and in clinical trials in cancer	BRAF|PIK3CA|TP53	1137.4947057284696	67.09116940390234
1089.617432450647	3.3617841694691606	0.622	89	8	ACC	MERCAPTOPURINE	Approved in other pathologies and in clinical trials in cancer	TP53|RB1	1058.6492364261935	-132.49231782960524
863.0485380454874	1.6178203216593658	0.453	89	8	ACC	SELICICLIB	Clinical trials in cancer	TP53|RB1	763.8286658072875	-20.619958094027368
954.8847228220146	0.4320880612591509	0.522	89	8	ACC	NVP-CGM097	Clinical trials in cancer	BRAF|PIK3CA|TP53	895.9830374795308	-102.58148947864939
873.4495072155245	0.45024543009051854	0.462	89	8	ACC	NAVITOCLAX	Clinical trials in cancer	BRAF|PIK3CA|TP53	852.0537373634835	-98.80720086502771
819.9080383022919	5.676834401595983	0.422	89	8	ACC	ADAVOSERTIB	Clinical trials in cancer	NRAS|TP53|STK11	720.864492397716	23.54233053610392
268.82626867801264	0.25625338370471695	0.014	89	8	ACC	LY3009120	Clinical trials	BRAF|NRAS|TP53	207.78077084107167	1.2737554271086537
249.8153809412278	6.6568354645467025	0.0004	89	8	ACC	1173900-33-8	Experimental	PIK3CA|TP53|ATM	200.11056264047824	84.08253604956712
253.98704701133772	-9.394092345348298	0.0004	89	8	ACC	GNF-PF-4029	Experimental	MEN1|TP53	225.93262114542827	-4.180266952076721
249.65520776870002	2.0733932360583083	0.0004	89	8	ACC	PF-477736	Experimental	BRAF|CHEK2|TP53	218.66919625007554	2.6313939380380873
245.08522712174482	1.5689196860277264	0.0004	89	8	ACC	SMR000065948	Experimental	MEN1|TP53	199.00360806508075	82.53859738976757
248.54094426954947	11.066295508519204	0.0004	89	8	ACC	TRACAZOLATE	Experimental	MEN1|TP53	205.8267639482684	-80.54338123435934
1356.0117097323102	8.081685423226418	0.8220000000000001	89	7	ACC	ABEMACICLIB	Approved in cancer	NRAS|TP53	1323.8091703888954	19.3916057028612
1571.2134877345225	0.43238998537006523	0.979	89	7	ACC	ENCORAFENIB	Approved in cancer	BRAF|TP53	1578.8193859815653	4.56936135308257
1384.8697408774108	3.012273962725857	0.8420000000000001	89	7	ACC	DOCETAXEL	Approved in cancer	PIK3CA|TP53	1306.4583572683975	-109.97550846709751
1453.638564356558	-5.915390869691095	0.892	89	7	ACC	TAMOXIFEN	Approved in cancer	PIK3CA|TP53	1412.68549463508	170.64540183522706
1401.6282230697268	1.6752865500123164	0.8530000000000001	89	7	ACC	PACLITAXEL	Approved in cancer	PIK3CA|TP53|ATM	1447.0311359445816	101.19414328203959
1357.0903822398045	-1.8186652191552923	0.8220000000000001	89	7	ACC	CAPMATINIB	Approved in cancer	BRAF|TP53	1314.630639809337	-69.15480771156105
1426.4531486632466	0.4246431891263569	0.8720000000000001	89	7	ACC	DUVELISIB	Approved in cancer	PIK3CA|TP53	1409.8092414687999	-18.801585998456858
1371.0368225111504	6.441629277955769	0.8320000000000001	89	7	ACC	ERLOTINIB	Approved in cancer	BRAF|TP53	1285.0094636959543	86.6819038796084
1359.7897323164043	6.385089798127808	0.8220000000000001	89	7	ACC	RALOXIFENE	Approved in cancer	PIK3CA|TP53	1295.7826131217048	119.17698998276705
846.8275352725354	-2.795987907774304	0.442	89	7	ACC	DS-7423	Clinical trials in cancer	PIK3CA|TP53	739.4802134145292	-143.5279636117241
833.287413819256	0.42319858750647654	0.432	89	7	ACC	CAPIVASERTIB	Clinical trials in cancer	PIK3CA|TP53	747.8019533320166	-104.79583051433961
806.168996607538	-3.432454039733642	0.412	89	7	ACC	DEMCIZUMAB	Clinical trials in cancer	PIK3CA|TP53	764.1840161656586	-18.07929513401936
806.1784199088634	4.339457035189554	0.412	89	7	ACC	GANETESPIB	Clinical trials in cancer	BRAF|TP53	742.2500436606499	11.94604761519011
858.8099185004927	2.6894958101439386	0.452	89	7	ACC	RESVERATROL	Clinical trials in cancer	PIK3CA|TP53	810.2848092808194	83.22429913957637
807.6228292415291	0.4510658951415678	0.412	89	7	ACC	TANESPIMYCIN	Clinical trials in cancer	PIK3CA|TP53	744.7293308204797	10.979198895421888
264.98798083067675	2.35097487385039	0.012	89	7	ACC	EMODIN	Clinical trials	PIK3CA|TP53	210.03791865030774	-131.14115218445403
264.9656083484125	-1.7969647920530178	0.012	89	7	ACC	INOSITOL	Clinical trials	NRAS|TP53	199.35986641772152	-58.964482819131476
279.0077661249144	0.3724671466034124	0.022	89	7	ACC	PF-04217903	Clinical trials	BRAF|TP53	279.91643340688074	57.71325996218542
251.3845267930358	-5.879301813514786	0.0004	89	7	ACC	ABT-737	Experimental	PIK3CA|TP53	201.6882730307136	-29.96393282446104
248.28377389664067	-2.07775390719803	0.0004	89	7	ACC	AZD7762	Experimental	CHEK2|TP53	233.5844531577719	-112.19105539225258
247.24633476627145	-6.093924209956299	0.0004	89	7	ACC	CHEMBL2002487	Experimental	GNAS|TP53	267.0571716335948	3.594720698188155
